ordernumber,orderdate,city,state,territory,postalcode,productcode,productline,quantityordered,priceeach,msrp,sales,sales_pred_rf,ano,mes,dia_semana,error_prediccion,porcentaje_error_prediccion
10270,2004-07-19,Chatswood,NSW,APAC,2067,S32_3522,Trucks and Buses,21,63.35,64,1330.35,1333.2,2004,7,Monday,2.85,0.0
10281,2004-08-19,Allentown,PA,No asignado,70267,S32_3522,Trucks and Buses,36,77.57,64,2792.52,2796.02,2004,8,Thursday,3.5,0.0
10291,2004-09-08,Boras,No asignado,EMEA,S-844 67,S32_3522,Trucks and Buses,32,71.75,64,2296.0,2299.82,2004,9,Wednesday,3.82,0.0
10304,2004-10-11,Versailles,No asignado,EMEA,78000,S32_3522,Trucks and Buses,36,73.04,64,2629.44,2634.63,2004,10,Monday,5.19,0.0
10313,2004-10-22,Vancouver,BC,No asignado,V3F 2K1,S32_3522,Trucks and Buses,34,56.24,64,1912.16,1900.46,2004,10,Friday,-11.7,-0.01
10324,2004-11-05,NYC,NY,No asignado,10022,S32_3522,Trucks and Buses,48,100.0,64,8209.44,7478.8,2004,11,Friday,-730.64,-0.09
10333,2004-11-18,San Francisco,CA,No asignado,00000,S32_3522,Trucks and Buses,33,73.69,64,2431.77,2430.32,2004,11,Thursday,-1.45,-0.0
10348,2004-11-01,Madrid,No asignado,EMEA,28023,S32_3522,Trucks and Buses,31,100.0,64,3139.99,3466.13,2004,11,Monday,326.14,0.1
10358,2004-12-10,Madrid,No asignado,EMEA,28034,S32_3522,Trucks and Buses,36,100.0,64,5669.64,4806.99,2004,12,Friday,-862.65,-0.15
10370,2005-01-20,North Sydney,NSW,APAC,2060,S32_3522,Trucks and Buses,25,100.0,64,3160.25,3482.7,2005,1,Thursday,322.45,0.1
10382,2005-02-17,San Rafael,CA,No asignado,97562,S32_3522,Trucks and Buses,48,100.0,64,6799.68,7480.81,2005,2,Thursday,681.13,0.1
10411,2005-05-01,Montreal,Quebec,No asignado,H1J 1C3,S32_3522,Trucks and Buses,27,69.16,64,1867.32,1877.39,2005,5,Sunday,10.07,0.01
10424,2005-05-31,Madrid,No asignado,EMEA,28034,S32_3522,Trucks and Buses,44,61.41,64,2702.04,2691.7,2005,5,Tuesday,-10.34,-0.0
10106,2003-02-17,Bergamo,No asignado,EMEA,24100,S32_4289,Vintage Cars,33,72.92,68,2406.36,2408.62,2003,2,Monday,2.26,0.0
10120,2003-04-29,Melbourne,Victoria,APAC,3004,S32_4289,Vintage Cars,29,72.23,68,2094.67,2090.59,2003,4,Tuesday,-4.08,-0.0
10133,2003-06-27,Madrid,No asignado,EMEA,28034,S32_4289,Vintage Cars,49,57.1,68,2797.9,2785.17,2003,6,Friday,-12.73,-0.0
10144,2003-08-13,Charleroi,No asignado,EMEA,B-6000,S32_4289,Vintage Cars,20,81.86,68,1637.2,1620.9,2003,8,Wednesday,-16.3,-0.01
10168,2003-10-28,Burlingame,CA,No asignado,94217,S32_4289,Vintage Cars,31,73.61,68,2281.91,2263.71,2003,10,Tuesday,-18.2,-0.01
10210,2004-01-12,Osaka,Osaka,Japan,530-0003,S32_4289,Vintage Cars,39,59.16,68,2307.24,2284.77,2004,1,Monday,-22.47,-0.01
10223,2004-02-20,Melbourne,Victoria,APAC,3004,S32_4289,Vintage Cars,20,66.04,68,1320.8,1348.21,2004,2,Friday,27.41,0.02
10235,2004-04-02,Tsawassen,BC,No asignado,T2F 8M4,S32_4289,Vintage Cars,34,77.73,68,2642.82,2697.14,2004,4,Friday,54.32,0.02
10250,2004-05-11,San Jose,CA,No asignado,94217,S32_4289,Vintage Cars,50,61.22,68,3061.0,3110.47,2004,5,Tuesday,49.47,0.02
10262,2004-06-24,Madrid,No asignado,EMEA,28034,S32_4289,Vintage Cars,40,79.11,68,3164.4,3176.44,2004,6,Thursday,12.04,0.0
10275,2004-07-23,Nantes,No asignado,EMEA,44000,S32_4289,Vintage Cars,28,63.97,68,1791.16,1779.52,2004,7,Friday,-11.64,-0.01
10284,2004-08-21,Oslo,No asignado,EMEA,N 0106,S32_4289,Vintage Cars,50,81.86,68,4093.0,4150.16,2004,8,Saturday,57.16,0.01
10297,2004-09-16,Dublin,No asignado,EMEA,2,S32_4289,Vintage Cars,28,79.8,68,2234.4,2274.58,2004,9,Thursday,40.18,0.02
10308,2004-10-15,White Plains,NY,No asignado,24067,S32_4289,Vintage Cars,46,66.04,68,3037.84,3052.11,2004,10,Friday,14.27,0.0
10316,2004-11-01,Cowes,Isle of Wight,EMEA,PO31 7PJ,S32_4289,Vintage Cars,24,59.16,68,1419.84,1419.71,2004,11,Monday,-0.13,-0.0
10328,2004-11-12,Bergamo,No asignado,EMEA,24100,S32_4289,Vintage Cars,24,81.17,68,1948.08,1934.2,2004,11,Friday,-13.88,-0.01
10340,2004-11-24,Barcelona,No asignado,EMEA,8022,S32_4289,Vintage Cars,39,59.16,68,2307.24,2284.89,2004,11,Wednesday,-22.35,-0.01
10353,2004-12-04,Glendale,CT,No asignado,97561,S32_4289,Vintage Cars,40,44.51,68,1780.4,1789.57,2004,12,Saturday,9.17,0.01
10361,2004-12-17,Chatswood,NSW,APAC,2067,S32_4289,Vintage Cars,49,72.33,68,3544.17,3490.73,2004,12,Friday,-53.44,-0.02
10375,2005-02-03,Nantes,No asignado,EMEA,44000,S32_4289,Vintage Cars,44,82.26,68,3619.44,3615.25,2005,2,Thursday,-4.19,-0.0
10388,2005-03-03,New Bedford,MA,No asignado,50553,S32_4289,Vintage Cars,35,100.0,68,3918.95,4100.17,2005,3,Thursday,181.22,0.05
10398,2005-03-30,Reims,No asignado,EMEA,51100,S32_4289,Vintage Cars,22,67.41,68,1483.02,1492.0,2005,3,Wednesday,8.98,0.01
10401,2005-04-03,Newark,NJ,No asignado,94019,S32_4289,Vintage Cars,62,77.73,68,4819.26,5110.17,2005,4,Sunday,290.91,0.06
10416,2005-05-10,Reggio Emilia,No asignado,EMEA,42100,S32_4289,Vintage Cars,26,61.22,68,1591.72,1580.9,2005,5,Tuesday,-10.82,-0.01
10108,2003-03-03,Makati City,No asignado,Japan,1227 MM,S32_4485,Motorcycles,31,100.0,102,3669.78,3450.5,2003,3,Monday,-219.28,-0.06
10121,2003-05-07,Reims,No asignado,EMEA,51100,S32_4485,Motorcycles,25,86.74,102,2168.5,2189.26,2003,5,Wednesday,20.76,0.01
10135,2003-07-02,San Rafael,CA,No asignado,97562,S32_4485,Motorcycles,30,89.8,102,2694.0,2720.27,2003,7,Wednesday,26.27,0.01
10145,2003-08-25,Pasadena,CA,No asignado,90003,S32_4485,Motorcycles,27,100.0,102,3251.34,3157.62,2003,8,Monday,-93.72,-0.03
10159,2003-10-10,San Francisco,CA,No asignado,00000,S32_4485,Motorcycles,23,100.0,102,2347.15,2671.31,2003,10,Friday,324.16,0.14
10169,2003-11-04,North Sydney,NSW,APAC,2060,S32_4485,Motorcycles,34,100.0,102,3920.88,4283.19,2003,11,Tuesday,362.31,0.09
10180,2003-11-11,Lille,No asignado,EMEA,59000,S32_4485,Motorcycles,22,100.0,102,2514.6,2639.0,2003,11,Tuesday,124.4,0.05
10190,2003-11-19,Madrid,No asignado,EMEA,28034,S32_4485,Motorcycles,42,85.72,102,3600.24,3586.95,2003,11,Wednesday,-13.29,-0.0
10211,2004-01-15,Paris,No asignado,EMEA,75016,S32_4485,Motorcycles,37,100.0,102,4040.03,4397.39,2004,1,Thursday,357.36,0.09
10224,2004-02-21,Lille,No asignado,EMEA,59000,S32_4485,Motorcycles,30,100.0,102,3336.9,3364.6,2004,2,Saturday,27.7,0.01
10237,2004-04-05,NYC,NY,No asignado,10022,S32_4485,Motorcycles,27,100.0,102,3113.64,3157.45,2004,4,Monday,43.81,0.01
10252,2004-05-26,Paris,No asignado,EMEA,75016,S32_4485,Motorcycles,25,100.0,102,2832.0,2713.82,2004,5,Wednesday,-118.18,-0.04
10264,2004-06-30,Boston,MA,No asignado,51003,S32_4485,Motorcycles,34,97.97,102,3330.98,3320.24,2004,6,Wednesday,-10.74,-0.0
10276,2004-08-02,Brickhaven,MA,No asignado,58339,S32_4485,Motorcycles,38,100.0,102,4304.64,4409.43,2004,8,Monday,104.79,0.02
10285,2004-08-27,Cambridge,MA,No asignado,51247,S32_4485,Motorcycles,26,100.0,102,2600.26,2808.38,2004,8,Friday,208.12,0.08
10299,2004-09-30,Helsinki,No asignado,EMEA,21240,S32_4485,Motorcycles,38,100.0,102,4382.16,4464.18,2004,9,Thursday,82.02,0.02
10309,2004-10-15,Stavern,No asignado,EMEA,4110,S32_4485,Motorcycles,50,84.7,102,4235.0,4171.06,2004,10,Friday,-63.94,-0.02
10319,2004-11-03,NYC,NY,No asignado,10022,S32_4485,Motorcycles,22,100.0,102,2626.8,2704.93,2004,11,Wednesday,78.13,0.03
10331,2004-11-17,Philadelphia,PA,No asignado,71270,S32_4485,Motorcycles,32,100.0,102,5026.56,3626.23,2004,11,Wednesday,-1400.33,-0.28
10341,2004-11-24,Salzburg,No asignado,EMEA,5020,S32_4485,Motorcycles,31,71.02,102,2201.62,2212.39,2004,11,Wednesday,10.77,0.0
10355,2004-12-07,Madrid,No asignado,EMEA,28034,S32_4485,Motorcycles,40,100.0,102,4326.8,4811.95,2004,12,Tuesday,485.15,0.11
10365,2005-01-07,New Bedford,MA,No asignado,50553,S32_4485,Motorcycles,22,100.0,102,3425.18,2710.82,2005,1,Friday,-714.36,-0.21
10375,2005-02-03,Nantes,No asignado,EMEA,44000,S32_4485,Motorcycles,41,100.0,102,4701.88,4792.11,2005,2,Thursday,90.23,0.02
10390,2005-03-04,San Rafael,CA,No asignado,97562,S32_4485,Motorcycles,45,48.98,102,2204.1,2194.78,2005,3,Friday,-9.32,-0.0
10403,2005-04-08,Liverpool,Isle of Wight,EMEA,WX1 6LT,S32_4485,Motorcycles,45,100.0,102,5189.4,5211.17,2005,4,Friday,21.77,0.0
10106,2003-02-17,Bergamo,No asignado,EMEA,24100,S50_1341,Vintage Cars,39,40.15,43,1565.85,1566.71,2003,2,Monday,0.86,0.0
10120,2003-04-29,Melbourne,Victoria,APAC,3004,S50_1341,Vintage Cars,49,50.62,43,2480.38,2459.59,2003,4,Tuesday,-20.79,-0.01
10133,2003-06-27,Madrid,No asignado,EMEA,28034,S50_1341,Vintage Cars,27,50.19,43,1355.13,1367.94,2003,6,Friday,12.81,0.01
10143,2003-08-10,New Bedford,MA,No asignado,50553,S50_1341,Vintage Cars,34,36.66,43,1246.44,1234.94,2003,8,Sunday,-11.5,-0.01
10156,2003-10-08,Madrid,No asignado,EMEA,28034,S50_1341,Vintage Cars,20,41.02,43,820.4,756.2,2003,10,Wednesday,-64.2,-0.08
10168,2003-10-28,Burlingame,CA,No asignado,94217,S50_1341,Vintage Cars,48,51.93,43,2492.64,2450.7,2003,10,Tuesday,-41.94,-0.02
10199,2003-12-01,Burbank,CA,No asignado,94019,S50_1341,Vintage Cars,29,38.4,43,1113.6,1124.47,2003,12,Monday,10.87,0.01
10210,2004-01-12,Osaka,Osaka,Japan,530-0003,S50_1341,Vintage Cars,43,41.02,43,1763.86,1768.33,2004,1,Monday,4.47,0.0
10223,2004-02-20,Melbourne,Victoria,APAC,3004,S50_1341,Vintage Cars,41,46.26,43,1896.66,1876.74,2004,2,Friday,-19.92,-0.01
10235,2004-04-02,Tsawassen,BC,No asignado,T2F 8M4,S50_1341,Vintage Cars,41,35.35,43,1449.35,1474.26,2004,4,Friday,24.91,0.02
10250,2004-05-11,San Jose,CA,No asignado,94217,S50_1341,Vintage Cars,36,51.93,43,1869.48,1871.67,2004,5,Tuesday,2.19,0.0
10262,2004-06-24,Madrid,No asignado,EMEA,28034,S50_1341,Vintage Cars,49,37.97,43,1860.53,1848.89,2004,6,Thursday,-11.64,-0.01
10275,2004-07-23,Nantes,No asignado,EMEA,44000,S50_1341,Vintage Cars,38,45.39,43,1724.82,1742.78,2004,7,Friday,17.96,0.01
10284,2004-08-21,Oslo,No asignado,EMEA,N 0106,S50_1341,Vintage Cars,33,51.93,43,1713.69,1716.35,2004,8,Saturday,2.66,0.0
10296,2004-09-15,Munich,No asignado,EMEA,80686,S50_1341,Vintage Cars,26,48.44,43,1259.44,1257.05,2004,9,Wednesday,-2.39,-0.0
10308,2004-10-15,White Plains,NY,No asignado,24067,S50_1341,Vintage Cars,47,43.64,43,2051.08,2046.1,2004,10,Friday,-4.98,-0.0
10316,2004-11-01,Cowes,Isle of Wight,EMEA,PO31 7PJ,S50_1341,Vintage Cars,34,47.57,43,1617.38,1608.42,2004,11,Monday,-8.96,-0.01
10328,2004-11-12,Bergamo,No asignado,EMEA,24100,S50_1341,Vintage Cars,34,51.93,43,1765.62,1765.04,2004,11,Friday,-0.58,-0.0
10340,2004-11-24,Barcelona,No asignado,EMEA,8022,S50_1341,Vintage Cars,40,50.62,43,2024.8,2036.7,2004,11,Wednesday,11.9,0.01
10353,2004-12-04,Glendale,CT,No asignado,97561,S50_1341,Vintage Cars,40,82.21,43,3288.4,3311.05,2004,12,Saturday,22.65,0.01
10361,2004-12-17,Chatswood,NSW,APAC,2067,S50_1341,Vintage Cars,33,82.59,43,2725.47,2725.24,2004,12,Friday,-0.23,-0.0
10375,2005-02-03,Nantes,No asignado,EMEA,44000,S50_1341,Vintage Cars,49,65.8,43,3224.2,3217.96,2005,2,Thursday,-6.24,-0.0
10388,2005-03-03,New Bedford,MA,No asignado,50553,S50_1341,Vintage Cars,27,100.0,43,3211.38,4260.95,2005,3,Thursday,1049.57,0.33
10398,2005-03-30,Reims,No asignado,EMEA,51100,S50_1341,Vintage Cars,49,36.66,43,1796.34,1829.22,2005,3,Wednesday,32.88,0.02
10401,2005-04-03,Newark,NJ,No asignado,94019,S50_1341,Vintage Cars,56,35.35,43,1979.6,1836.83,2005,4,Sunday,-142.77,-0.07
10416,2005-05-10,Reggio Emilia,No asignado,EMEA,42100,S50_1341,Vintage Cars,37,51.93,43,1921.41,1911.32,2005,5,Tuesday,-10.09,-0.01
10104,2003-01-31,Madrid,No asignado,EMEA,28034,S50_1392,Trucks and Buses,33,100.0,115,3705.24,3902.3,2003,1,Friday,197.06,0.05
10115,2003-04-04,NYC,NY,No asignado,10022,S50_1392,Trucks and Buses,27,100.0,115,2843.91,3188.07,2003,4,Friday,344.16,0.12
10127,2003-06-03,NYC,NY,No asignado,10022,S50_1392,Trucks and Buses,46,100.0,115,6176.42,5709.55,2003,6,Tuesday,-466.87,-0.08
10141,2003-08-01,Espoo,No asignado,EMEA,FIN-02271,S50_1392,Trucks and Buses,44,100.0,115,5500.44,5264.36,2003,8,Friday,-236.08,-0.04
10151,2003-09-21,Oulu,No asignado,EMEA,90110,S50_1392,Trucks and Buses,26,100.0,115,3220.1,3215.76,2003,9,Sunday,-4.34,-0.0
10165,2003-10-22,Singapore,No asignado,Japan,79903,S50_1392,Trucks and Buses,48,94.92,115,4556.16,4621.24,2003,10,Wednesday,65.08,0.01
10176,2003-11-06,Reggio Emilia,No asignado,EMEA,42100,S50_1392,Trucks and Buses,23,100.0,115,3114.89,2973.51,2003,11,Thursday,-141.38,-0.05
10184,2003-11-14,Sevilla,No asignado,EMEA,41101,S50_1392,Trucks and Buses,45,100.0,115,4948.2,5105.52,2003,11,Friday,157.32,0.03
10195,2003-11-25,White Plains,NY,No asignado,24067,S50_1392,Trucks and Buses,49,100.0,115,5161.17,5496.71,2003,11,Tuesday,335.54,0.07
10207,2003-12-09,Boston,MA,No asignado,51003,S50_1392,Trucks and Buses,28,94.92,115,2657.76,2705.08,2003,12,Tuesday,47.32,0.02
10220,2004-02-12,Dublin,No asignado,EMEA,2,S50_1392,Trucks and Buses,37,100.0,115,3983.05,4339.27,2004,2,Thursday,356.22,0.09
10230,2004-03-15,Frankfurt,No asignado,EMEA,60528,S50_1392,Trucks and Buses,34,100.0,115,3974.94,3936.69,2004,3,Monday,-38.25,-0.01
10246,2004-05-05,Madrid,No asignado,EMEA,28034,S50_1392,Trucks and Buses,22,100.0,115,2928.42,2844.65,2004,5,Wednesday,-83.77,-0.03
10259,2004-06-15,Singapore,No asignado,APAC,69045,S50_1392,Trucks and Buses,29,100.0,115,3054.57,3225.44,2004,6,Tuesday,170.87,0.06
10271,2004-07-20,San Rafael,CA,No asignado,97562,S50_1392,Trucks and Buses,34,98.39,115,3345.26,3343.06,2004,7,Tuesday,-2.2,-0.0
10282,2004-08-20,San Rafael,CA,No asignado,97562,S50_1392,Trucks and Buses,38,100.0,115,4310.72,4570.43,2004,8,Friday,259.71,0.06
10292,2004-09-08,NYC,NY,No asignado,10022,S50_1392,Trucks and Buses,41,100.0,115,4983.14,4795.6,2004,9,Wednesday,-187.54,-0.04
10305,2004-10-13,Cambridge,MA,No asignado,51247,S50_1392,Trucks and Buses,42,100.0,115,4618.32,4841.15,2004,10,Wednesday,222.83,0.05
10314,2004-10-22,Aaarhus,No asignado,EMEA,8200,S50_1392,Trucks and Buses,28,100.0,115,3403.12,3178.19,2004,10,Friday,-224.93,-0.07
10325,2004-11-05,Stavern,No asignado,EMEA,4110,S50_1392,Trucks and Buses,38,100.0,115,5190.42,4590.65,2004,11,Friday,-599.77,-0.12
10336,2004-11-20,Paris,No asignado,EMEA,75012,S50_1392,Trucks and Buses,23,100.0,115,3141.57,2973.51,2004,11,Saturday,-168.06,-0.05
10350,2004-12-02,Madrid,No asignado,EMEA,28034,S50_1392,Trucks and Buses,31,71.4,115,2213.4,2223.51,2004,12,Thursday,10.11,0.0
10359,2004-12-15,Reims,No asignado,EMEA,51100,S50_1392,Trucks and Buses,46,100.0,115,4896.7,5425.39,2004,12,Wednesday,528.69,0.11
10371,2005-01-23,San Rafael,CA,No asignado,97562,S50_1392,Trucks and Buses,48,56.55,115,2714.4,2705.57,2005,1,Sunday,-8.83,-0.0
10383,2005-02-22,Madrid,No asignado,EMEA,28034,S50_1392,Trucks and Buses,29,100.0,115,3087.05,3282.73,2005,2,Tuesday,195.68,0.06
10395,2005-03-17,Paris,No asignado,EMEA,75508,S50_1392,Trucks and Buses,46,100.0,115,5692.96,6133.22,2005,3,Thursday,440.26,0.08
10412,2005-05-03,Madrid,No asignado,EMEA,28034,S50_1392,Trucks and Buses,26,100.0,115,3460.86,3273.97,2005,5,Tuesday,-186.89,-0.05
10425,2005-05-31,Nantes,No asignado,EMEA,44000,S50_1392,Trucks and Buses,18,100.0,115,1895.94,1836.21,2005,5,Tuesday,-59.73,-0.03
10104,2003-01-31,Madrid,No asignado,EMEA,28034,S50_1514,Trains,32,53.31,58,1705.92,1703.13,2003,1,Friday,-2.79,-0.0
10117,2003-04-16,Singapore,No asignado,Japan,79903,S50_1514,Trains,21,49.21,58,1033.41,1004.77,2003,4,Wednesday,-28.64,-0.03
10127,2003-06-03,NYC,NY,No asignado,10022,S50_1514,Trains,46,69.12,58,3179.52,3145.72,2003,6,Tuesday,-33.8,-0.01
10142,2003-08-08,San Rafael,CA,No asignado,97562,S50_1514,Trains,42,49.79,58,2091.18,2111.54,2003,8,Friday,20.36,0.01
10153,2003-09-28,Madrid,No asignado,EMEA,28034,S50_1514,Trains,31,57.41,58,1779.71,1789.46,2003,9,Sunday,9.75,0.01
10165,2003-10-22,Singapore,No asignado,Japan,79903,S50_1514,Trains,38,66.78,58,2537.64,2545.84,2003,10,Wednesday,8.2,0.0
10176,2003-11-06,Reggio Emilia,No asignado,EMEA,42100,S50_1514,Trains,38,64.44,58,2448.72,2449.58,2003,11,Thursday,0.86,0.0
10185,2003-11-14,New Bedford,MA,No asignado,50553,S50_1514,Trains,20,48.62,58,972.4,991.13,2003,11,Friday,18.73,0.02
10196,2003-11-26,New Haven,CT,No asignado,97823,S50_1514,Trains,46,62.09,58,2856.14,2849.58,2003,11,Wednesday,-6.56,-0.0
10208,2004-01-02,Lyon,No asignado,EMEA,69004,S50_1514,Trains,30,65.61,58,1968.3,1977.41,2004,1,Friday,9.11,0.0
10220,2004-02-12,Dublin,No asignado,EMEA,2,S50_1514,Trains,30,68.54,58,2056.2,2032.96,2004,2,Thursday,-23.24,-0.01
10230,2004-03-15,Frankfurt,No asignado,EMEA,60528,S50_1514,Trains,43,52.14,58,2242.02,2261.73,2004,3,Monday,19.71,0.01
10247,2004-05-05,Espoo,No asignado,EMEA,FIN-02271,S50_1514,Trains,49,63.85,58,3128.65,3138.88,2004,5,Wednesday,10.23,0.0
10272,2004-07-20,Allentown,PA,No asignado,70267,S50_1514,Trains,43,56.82,58,2443.26,2454.77,2004,7,Tuesday,11.51,0.0
10282,2004-08-20,San Rafael,CA,No asignado,97562,S50_1514,Trains,37,66.78,58,2470.86,2461.93,2004,8,Friday,-8.93,-0.0
10292,2004-09-08,NYC,NY,No asignado,10022,S50_1514,Trains,35,55.07,58,1927.45,1932.24,2004,9,Wednesday,4.79,0.0
10306,2004-10-14,Manchester,Isle of Wight,EMEA,EC2 5NT,S50_1514,Trains,34,60.34,58,2051.56,2040.93,2004,10,Thursday,-10.63,-0.01
10314,2004-10-22,Aaarhus,No asignado,EMEA,8200,S50_1514,Trains,38,61.51,58,2337.38,2360.46,2004,10,Friday,23.08,0.01
10325,2004-11-05,Stavern,No asignado,EMEA,4110,S50_1514,Trains,44,100.0,58,5932.96,6743.66,2004,11,Friday,810.7,0.14
10337,2004-11-21,NYC,NY,No asignado,10022,S50_1514,Trains,21,100.0,58,2296.77,2571.86,2004,11,Sunday,275.09,0.12
10350,2004-12-02,Madrid,No asignado,EMEA,28034,S50_1514,Trains,44,100.0,58,6490.88,6732.65,2004,12,Thursday,241.77,0.04
10359,2004-12-15,Reims,No asignado,EMEA,51100,S50_1514,Trains,25,64.93,58,1623.25,1631.3,2004,12,Wednesday,8.05,0.0
10372,2005-01-26,Minato-ku,Tokyo,Japan,106-0032,S50_1514,Trains,24,58.58,58,1405.92,1413.8,2005,1,Wednesday,7.88,0.01
10383,2005-02-22,Madrid,No asignado,EMEA,28034,S50_1514,Trains,38,60.06,58,2282.28,2330.59,2005,2,Tuesday,48.31,0.02
10395,2005-03-17,Paris,No asignado,EMEA,75508,S50_1514,Trains,45,100.0,58,8977.05,7488.16,2005,3,Thursday,-1488.89,-0.17
10413,2005-05-05,Bridgewater,CT,No asignado,97562,S50_1514,Trains,51,63.85,58,3256.35,3298.51,2005,5,Thursday,42.16,0.01
10108,2003-03-03,Makati City,No asignado,Japan,1227 MM,S50_4713,Motorcycles,34,82.99,81,2821.66,2830.72,2003,3,Monday,9.06,0.0
10121,2003-05-07,Reims,No asignado,EMEA,51100,S50_4713,Motorcycles,44,74.85,81,3293.4,3308.98,2003,5,Wednesday,15.58,0.0
10135,2003-07-02,San Rafael,CA,No asignado,97562,S50_4713,Motorcycles,44,96.0,81,4224.0,4225.62,2003,7,Wednesday,1.62,0.0
10145,2003-08-25,Pasadena,CA,No asignado,90003,S50_4713,Motorcycles,38,81.36,81,3091.68,3098.88,2003,8,Monday,7.2,0.0
10159,2003-10-10,San Francisco,CA,No asignado,00000,S50_4713,Motorcycles,31,71.6,81,2219.6,2217.83,2003,10,Friday,-1.77,-0.0
10169,2003-11-04,North Sydney,NSW,APAC,2060,S50_4713,Motorcycles,48,80.55,81,3866.4,3873.87,2003,11,Tuesday,7.47,0.0
10180,2003-11-11,Lille,No asignado,EMEA,59000,S50_4713,Motorcycles,21,93.56,81,1964.76,1984.17,2003,11,Tuesday,19.41,0.01
10190,2003-11-19,Madrid,No asignado,EMEA,28034,S50_4713,Motorcycles,40,66.72,81,2668.8,2664.92,2003,11,Wednesday,-3.88,-0.0
10211,2004-01-15,Paris,No asignado,EMEA,75016,S50_4713,Motorcycles,40,80.55,81,3222.0,3219.99,2004,1,Thursday,-2.01,-0.0
10224,2004-02-21,Lille,No asignado,EMEA,59000,S50_4713,Motorcycles,50,77.29,81,3864.5,3884.93,2004,2,Saturday,20.43,0.01
10237,2004-04-05,NYC,NY,No asignado,10022,S50_4713,Motorcycles,20,68.34,81,1366.8,1374.03,2004,4,Monday,7.23,0.01
10252,2004-05-26,Paris,No asignado,EMEA,75016,S50_4713,Motorcycles,48,72.41,81,3475.68,3446.77,2004,5,Wednesday,-28.91,-0.01
10264,2004-06-30,Boston,MA,No asignado,51003,S50_4713,Motorcycles,47,89.5,81,4206.5,4146.47,2004,6,Wednesday,-60.03,-0.01
10276,2004-08-02,Brickhaven,MA,No asignado,58339,S50_4713,Motorcycles,21,70.78,81,1486.38,1480.13,2004,8,Monday,-6.25,-0.0
10285,2004-08-27,Cambridge,MA,No asignado,51247,S50_4713,Motorcycles,39,78.92,81,3077.88,3072.44,2004,8,Friday,-5.44,-0.0
10299,2004-09-30,Helsinki,No asignado,EMEA,21240,S50_4713,Motorcycles,44,80.55,81,3544.2,3547.54,2004,9,Thursday,3.34,0.0
10309,2004-10-15,Stavern,No asignado,EMEA,4110,S50_4713,Motorcycles,28,88.68,81,2483.04,2518.36,2004,10,Friday,35.32,0.01
10319,2004-11-03,NYC,NY,No asignado,10022,S50_4713,Motorcycles,45,77.29,81,3478.05,3497.82,2004,11,Wednesday,19.77,0.01
10331,2004-11-17,Philadelphia,PA,No asignado,71270,S50_4713,Motorcycles,20,100.0,81,3657.8,3058.4,2004,11,Wednesday,-599.4,-0.16
10341,2004-11-24,Salzburg,No asignado,EMEA,5020,S50_4713,Motorcycles,38,100.0,81,4682.36,4958.07,2004,11,Wednesday,275.71,0.06
10356,2004-12-09,Paris,No asignado,EMEA,75508,S50_4713,Motorcycles,26,100.0,81,3937.7,3356.48,2004,12,Thursday,-581.22,-0.15
10365,2005-01-07,New Bedford,MA,No asignado,50553,S50_4713,Motorcycles,44,100.0,81,4984.32,5034.35,2005,1,Friday,50.03,0.01
10375,2005-02-03,Nantes,No asignado,EMEA,44000,S50_4713,Motorcycles,49,100.0,81,5406.66,5535.28,2005,2,Thursday,128.62,0.02
10390,2005-03-04,San Rafael,CA,No asignado,97562,S50_4713,Motorcycles,22,100.0,81,3491.18,3126.1,2005,3,Friday,-365.08,-0.1
10403,2005-04-08,Liverpool,Isle of Wight,EMEA,WX1 6LT,S50_4713,Motorcycles,31,68.34,81,2118.54,2114.64,2005,4,Friday,-3.9,-0.0
10105,2003-02-11,Kobenhavn,No asignado,EMEA,1734,S700_1138,Ships,41,70.67,66,2897.47,2913.06,2003,2,Tuesday,15.59,0.01
10119,2003-04-28,Salzburg,No asignado,EMEA,5020,S700_1138,Ships,25,76.67,66,1916.75,1925.67,2003,4,Monday,8.92,0.0
10129,2003-06-12,London,Isle of Wight,EMEA,WX3 6FW,S700_1138,Ships,31,60.0,66,1860.0,1863.11,2003,6,Thursday,3.11,0.0
10142,2003-08-08,San Rafael,CA,No asignado,97562,S700_1138,Ships,41,64.0,66,2624.0,2617.65,2003,8,Friday,-6.35,-0.0
10153,2003-09-28,Madrid,No asignado,EMEA,28034,S700_1138,Ships,43,64.67,66,2780.81,2777.35,2003,9,Sunday,-3.46,-0.0
10167,2003-10-23,Boras,No asignado,EMEA,S-844 67,S700_1138,Ships,43,75.34,66,3239.62,3254.22,2003,10,Thursday,14.6,0.0
10177,2003-11-07,Madrid,No asignado,EMEA,28023,S700_1138,Ships,24,76.0,66,1824.0,1820.14,2003,11,Friday,-3.86,-0.0
10185,2003-11-14,New Bedford,MA,No asignado,50553,S700_1138,Ships,21,54.0,66,1134.0,1142.17,2003,11,Friday,8.17,0.01
10197,2003-11-26,Barcelona,No asignado,EMEA,8022,S700_1138,Ships,23,64.67,66,1487.41,1484.41,2003,11,Wednesday,-3.0,-0.0
10208,2004-01-02,Lyon,No asignado,EMEA,69004,S700_1138,Ships,38,74.67,66,2837.46,2862.93,2004,1,Friday,25.47,0.01
10222,2004-02-19,San Diego,CA,No asignado,91217,S700_1138,Ships,31,62.67,66,1942.77,1966.75,2004,2,Thursday,23.98,0.01
